0.12443063,0.13661608,0.16520223,0.105121
0.11579972,0.13661608,0.16520223,0.09927854
0.11288243,0.13661608,0.16520223,0.096090004
0.11314243,0.13661608,0.16520223,0.09396649
0.115424685,0.13661608,0.16520223,0.092179686
0.11831124,0.13661608,0.16520223,0.0905721
0.120642856,0.13661608,0.16520223,0.089351036
0.121926375,0.13661608,0.16520223,0.08656558
0.11756543,0.13661608,0.16520223,0.08170069
0.11292728,0.13661608,0.16520223,0.077008106
0.10940512,0.13661608,0.16520223,0.07250916
0.1080523,0.13661608,0.16520223,0.069539495
0.107866615,0.13661608,0.16520223,0.068748124
0.10949933,0.13661608,0.16520223,0.06971947
0.11265347,0.13661608,0.16520223,0.072142296
0.116488375,0.13661608,0.16520223,0.07644135
0.12213015,0.13661608,0.16520223,0.086253926
0.12980212,0.13661608,0.16520223,0.100767106
0.13476038,0.13661608,0.16520223,0.11071454
0.13463129,0.13661608,0.16520223,0.11441208
0.12987041,0.13661608,0.16520223,0.11313608
0.124694265,0.13661608,0.16520223,0.11052808
0.12203144,0.13661608,0.16520223,0.10702267
0.12410648,0.13661608,0.16520223,0.10284468
0.12619905,0.13661608,0.16520223,0.09792036
0.13056472,0.13661608,0.16520223,0.09240829
0.13417357,0.13661608,0.16520223,0.083986096
0.13826486,0.13661608,0.16520223,0.08272036
0.14251715,0.13661608,0.16520223,0.08124271
0.14826839,0.13661608,0.16520223,0.07910217
0.15152101,0.13661608,0.16520223,0.075854436
0.15147543,0.13661608,0.16520223,0.07175727
0.15158926,0.13661608,0.16520223,0.067643546
0.15396254,0.13661608,0.16520223,0.06450484
0.158442,0.13661608,0.16520223,0.062493134
0.1664539,0.13661608,0.16520223,0.060764857
0.17620072,0.13661608,0.16520223,0.058219247
0.1841559,0.13661608,0.16520223,0.053273045
0.1841559,0.13661608,0.16520223,0.053273045
0.1841559,0.13661608,0.16520223,0.053273045
0.1841559,0.13661608,0.16520223,0.053273045
0.1841559,0.13661608,0.16520223,0.053273045
0.14634413,0.13661608,0.16520223,0.16806494
0.14339325,0.13661608,0.16520223,0.16384256
0.13669927,0.13661608,0.16520223,0.16326535
0.12790665,0.13661608,0.16520223,0.16262566
0.11872818,0.13661608,0.16520223,0.161271
0.11073636,0.13661608,0.16520223,0.15950218
0.104664065,0.13661608,0.16520223,0.1582393
0.10062133,0.13661608,0.16520223,0.15723471
0.098249085,0.13661608,0.16520223,0.15678574
0.09731228,0.13661608,0.16520223,0.15670039
0.09753446,0.13661608,0.16520223,0.15601984
0.09881763,0.13661608,0.16520223,0.15516962
0.10089771,0.13661608,0.16520223,0.15359287
0.1052164,0.13661608,0.16520223,0.15015332
0.109749205,0.13661608,0.16520223,0.14484215
0.111000985,0.13661608,0.16520223,0.13587584
0.11127966,0.13661608,0.16520223,0.12767111
0.11183017,0.13661608,0.16520223,0.12046151
0.11542083,0.13661608,0.16520223,0.112607166
0.12046946,0.13661608,0.16520223,0.10468434
0.12800139,0.13661608,0.16520223,0.09913914
0.13564047,0.13661608,0.16520223,0.09417609
0.14140691,0.13661608,0.16520223,0.08859898
0.14334513,0.13661608,0.16520223,0.08236748
0.14211327,0.13661608,0.16520223,0.07632041
0.13900356,0.13661608,0.16520223,0.07172196
0.1356631,0.13661608,0.16520223,0.06882515
0.13317554,0.13661608,0.16520223,0.06734944
